,T0-S0,T0-S1,T1-S0,T1-S1,T2-S0,T2-S1,T3-S0,T3-S1,T4-S0,T4-S1,T5-S0,T5-S1,T6-S0,T6-S1,T7-S0,T7-S1,T8-S0,T8-S1,T9-S0,T9-S1,T10-S0,T10-S1,T11-S0,T11-S1,T12-S0,T12-S1,T13-S0,T13-S1,T14-S0,T14-S1,T15-S0,T15-S1,T16-S0,T16-S1,T17-S0,T17-S1,T18-S0,T18-S1,T19-S0,T19-S1,T20-S0,T20-S1,T21-S0,T21-S1,T22-S0,T22-S1,T23-S0,T23-S1,T24-S0,T24-S1,T25-S0,T25-S1,T26-S0,T26-S1,T27-S0,T27-S1,T28-S0,T28-S1,T29-S0,T29-S1
,worth,nasti,happi,regret,easi,complain,impress,worthless,lemon,annoi,glad,hate,high,annoi,nice,unaccept,perfect,complain,hard,mess,favorit,wast,impress,wast,favorit,troubl,happi,regret,glad,complain,happi,worthless,dry,regret,happi,regret,happi,neg,impress,neg,oili,upset,worth,poor,shini,poor,sexi,regret,worth,regret,wet,wast,long,complain,awesom,worthless,amaz,mess,fantast,hate
,pure,neg,perfect,problem,tini,worthless,fantast,wast,favorit,junk,enjoi,complain,nice,regret,favorit,complain,high,poor,amaz,complain,pure,mess,excel,worthless,glad,poor,glad,wast,smooth,regret,due,mess,soft,mess,extra,complain,excel,troubl,awesom,hate,worth,hate,favorit,complain,fresh,mess,pink,complaint,dry,troubl,worth,complain,thick,upset,attract,upset,soft,troubl,excel,worthless
,true,annoi,big,wast,heavi,problem,glad,annoi,long,troubl,excel,regret,super,mess,sheer,regret,amaz,regret,worth,hate,expens,nasti,enjoi,complaint,excel,regret,worth,hate,fantast,worthless,fantast,wast,worth,wast,access,hate,comfort,unaccept,fantast,complain,awesom,complain,happi,mess,favorit,complain,amaz,troubl,pure,upset,happi,problem,perfect,unaccept,glad,complain,favorit,hate,glad,complain
,excel,mess,amaz,complaint,nice,hate,enjoi,complaint,dry,problem,satisfi,upset,perfect,troubl,deep,hate,happi,unaccept,easi,poor,cool,upset,glad,complain,enjoi,mess,excel,complaint,hard,mess,enjoi,junk,fantast,upset,mild,worthless,enjoi,complaint,enjoi,worthless,long,poor,dark,complaint,curli,upset,nice,wast,nice,worthless,light,unaccept,quick,problem,excel,unaccept,natur,junk,impress,regret
,happi,worthless,soft,worthless,worth,upset,excel,regret,perfect,regret,impress,complaint,worth,complain,amaz,problem,long,junk,straight,troubl,natur,poor,satisfi,upset,posit,complain,impress,mess,small,wast,impress,problem,happi,troubl,oili,complaint,attract,regret,glad,upset,perfect,mess,hard,upset,awesom,troubl,young,poor,irresist,wast,sensit,mess,oili,junk,satisfi,junk,happi,regret,comfort,junk
,awesom,unaccept,favorit,complain,perfect,troubl,curiou,junk,rich,mess,fortun,troubl,expens,complaint,natur,mess,worth,worthless,healthi,worthless,amaz,worthless,posit,nasti,recommend,complaint,enjoi,troubl,happi,upset,awesom,poor,favorit,complaint,verit,problem,glad,upset,attract,junk,happi,problem,fresh,problem,big,worthless,heavi,complain,big,complain,fantast,worthless,fantast,poor,impress,mess,impress,complain,satisfi,upset
,neutral,junk,satisfi,troubl,regular,mess,overwhelm,problem,happi,complain,recommend,junk,prone,worthless,happi,wast,favorit,upset,fine,upset,easi,complaint,attract,unaccept,comfort,problem,fantast,problem,favorit,problem,expens,troubl,glad,worthless,high,mess,satisfi,mess,satisfi,mess,excit,troubl,harsh,worthless,excel,regret,soft,worthless,gail,problem,creami,hate,free,wast,enjoi,wast,worth,complaint,recommend,troubl
,subtl,upset,easi,upset,light,unaccept,comfort,troubl,amaz,worthless,attract,worthless,horribl,junk,dry,junk,pink,mess,wet,unaccept,perfect,unaccept,recommend,junk,satisfi,upset,comfort,upset,excel,troubl,favorit,regret,oili,junk,worth,upset,recommend,worthless,recommend,troubl,free,unaccept,origin,regret,straight,unaccept,small,junk,perfect,junk,excel,complaint,expens,worthless,comfort,hate,excel,worthless,love,unaccept
,favorit,complaint,impress,unaccept,full,complaint,recommend,complain,orang,complaint,comfort,mess,happi,unaccept,worth,troubl,enjoi,troubl,softer,complaint,subtl,junk,comfort,mess,attract,junk,light,unaccept,beauti,complaint,true,upset,enjoi,problem,amaz,unaccept,correct,problem,comfort,unaccept,expens,complaint,glad,wast,thick,problem,warm,problem,soft,unaccept,amaz,upset,excel,mess,easi,troubl,fresh,problem,correct,problem
,glad,problem,due,junk,thin,wast,satisfi,unaccept,creami,unaccept,correct,problem,awesom,upset,easi,upset,lighter,complaint,fantast,junk,blond,problem,correct,troubl,love,unaccept,recommend,worthless,impress,junk,excel,unaccept,impress,complain,tacki,junk,posit,complain,correct,complaint,larg,junk,awesom,junk,fantast,junk,floral,mess,sooth,mess,correct,troubl,coars,complaint,recommend,complaint,love,unaccept,attract,mess
,fantast,troubl,glad,mess,fine,junk,fun,mess,super,upset,posit,unaccept,clean,problem,rich,complaint,rich,problem,pricei,problem,fine,troubl,superior,problem,correct,worthless,satisfi,junk,awesom,unaccept,thick,complaint,strong,unaccept,nude,troubl,superior,junk,posit,problem,fresh,worthless,enjoi,unaccept,recommend,complaint,flat,unaccept,special,complaint,impress,junk,silki,troubl,correct,problem,fantast,wast,posit,complaint
,recommend,clarison,smooth,unhappi,high,brittl,attract,clarison,big,herbal,love,nasal,deep,horribl,golden,rosi,lush,herbal,perfect,aw,super,cool,love,initi,fun,essenti,lush,clarison,enjoi,curiou,glad,free,awesom,proper,real,wors,love,clarison,love,miracul,favorit,horribl,impress,clearer,pure,herbal,favorit,aw,uniqu,male,liquid,clarison,amaz,proper,love,herbal,silki,essenti,fun,bacteri
,impress,sharp,awesom,cheap,small,precis,posit,defect,fruiti,mediocr,superior,proper,dead,rid,glad,gloppi,big,initi,expens,crazi,sheer,pale,fun,easiest,superior,wick,love,fals,recommend,purg,recommend,curiou,posit,scissor,cheaper,honest,fun,mari,superior,loos,fantast,excit,fantast,older,huge,wick,overpow,sexi,simpl,thierri,smooth,defect,wet,quick,superior,mediocr,flat,solid,superior,micro
,thick,fast,lemon,hard,free,dirti,love,purg,full,delici,fun,holi,true,wors,neutral,wors,impress,mediocr,strong,hard,worth,familiar,fortun,precis,fortun,oooo,correct,proper,comfort,hard,clean,dire,excel,holi,murad,purg,fortun,defect,fun,crazi,fine,disgust,attract,herbal,impress,static,smaller,proper,impress,delici,favorit,low,lower,hot,fun,wari,comfort,faint,fortun,wooden
,enjoi,vast,close,herbal,silki,firmer,superior,unhappi,floral,gentl,rich,scissor,easi,flaki,long,biggest,white,floral,happi,import,cheaper,easi,clean,proper,hard,sharp,attract,defect,lush,extra,pregnant,crazi,thin,nasal,smooth,unhappi,dry,formal,fortun,curiou,recommend,uncomfort,posit,clarison,dry,oooo,clean,drab,comfort,pure,darker,horribl,gross,initi,fortun,loos,attract,micro,thick,essenti
,love,satisfactori,excel,purg,profession,easiest,correct,curiou,green,ident,thin,miracul,hard,facial,bobbi,proper,fantast,lighter,dark,chi,happi,pure,strong,balckhead,smooth,static,fun,rid,satisfi,proper,correct,mild,long,crazi,small,real,fat,rejuvinol,previou,aw,impress,cheap,recommend,aggress,happi,essenti,happi,seduct,fair,uniqu,soft,easi,worth,nativ,posit,steep,fun,wide,high,clearer
,shimmeri,true,recommend,weak,hard,easi,fortun,younger,worth,lyche,light,male,fine,clearer,excel,fair,origin,sharp,impress,wors,impress,younger,sensit,stubborn,silki,vegan,posit,low,attract,anxiou,comfort,fake,love,brittl,long,extra,smooth,soooooo,stronger,spici,enjoi,mid,refresh,sensit,glad,flyawai,thick,heavenli,light,rid,awesom,proper,warm,regist,long,britnei,recommend,wick,regular,honest
,attract,smelli,enjoi,seduct,amaz,burnt,big,low,enjoi,sharp,pink,brittl,strong,initi,lush,dark,muski,newest,oili,softer,intens,slim,dry,smelli,sharp,flyawai,pure,herbal,love,cool,real,proper,attract,purg,full,unpleas,greatest,gucci,easi,herbal,fortun,tingli,comfort,atleast,soft,vegan,fine,este,love,wide,enjoi,expens,happi,upper,special,real,glad,static,oili,oooo
,correct,real,attract,wicci,fresh,smoother,cute,strong,gentl,steep,heavier,crazi,lightweight,excit,fantast,sticki,small,trac,clean,sexi,excel,dissapoint,toxic,impecc,essenti,bold,superior,scissor,posit,herbal,love,excit,recommend,seduct,favorit,gentl,beauti,cheaper,curiou,masculin,glad,sore,full,hard,love,pure,delici,senior,attract,skill,cheaper,faint,awesom,scissor,smooth,clearer,slight,refresh,smaller,static
,satisfi,gentl,cool,curiou,manag,loos,high,static,awesom,juici,soft,biggest,small,hard,sticki,rid,special,fifti,coars,vegan,harsh,male,import,activ,full,masculin,fortun,hard,fun,decept,satisfi,safe,satisfi,weak,gail,nude,silki,curiou,low,low,shini,raw,correct,initi,enjoi,mediocr,enjoi,neccessari,exot,hard,glad,finest,shini,skill,thin,fals,big,inflam,long,proper
,fun,sens,strong,excit,dirti,hard,everydai,fals,fantast,wari,subtl,rid,due,purg,enjoi,bobbi,awesom,masculin,recommend,flyawai,awesom,grei,easi,remark,long,moxi,huge,wors,correct,crazi,attract,latest,correct,dare,recommend,sticki,stronger,este,high,odd,lush,purg,excel,defect,lush,rid,slight,pet,posit,cutthroat,recommend,regist,overnight,tremend,everydai,grown,posit,biggest,smooth,wick
,fortun,scissor,tini,cool,big,flaki,long,scissor,impress,full,natur,silli,fantast,uncomfort,dead,hard,posit,newer,favorit,similar,free,barnish,light,aggress,super,kirkland,origin,nasal,fortun,horribl,fun,real,feminin,aw,visibl,telltal,cheap,limit,long,newest,horribl,free,love,wors,limp,wateri,worth,purg,excel,firmer,satisfi,herbal,impress,lower,soft,narrow,long,oooo,hot,herbal
,posit,slight,high,real,excel,wide,younger,proper,real,favourit,lush,extra,natur,nicer,awesom,loos,green,common,glad,burnt,fantast,initi,oili,flimsi,dry,robert,fresh,puffi,superior,rid,smooth,yellow,fortun,dazzl,huge,slick,strong,fat,expens,smart,hard,biggest,satisfi,masculin,superior,steep,sugari,grown,subtl,clearer,love,nativ,lush,plastic,dry,smart,correct,slight,incred,burnt
,superior,proper,comfort,instant,happi,thin,sweet,melti,blue,sexi,unabl,unabl,impress,younger,shini,looooov,crisp,wide,creami,excit,glad,fingernail,difficult,horribl,subtl,powerful,true,pure,strong,tremend,posit,due,beauti,regular,unhappi,ugli,distinct,lowest,thick,dental,satisfi,black,dry,younger,wet,luckili,subtl,britnei,similar,regist,attract,este,super,grate,cheap,lyche,refresh,mintiest,essenti,looooov
,comfort,fals,love,expens,sensit,mid,light,herbal,warm,unpleas,orang,looooov,recommend,skincar,hard,brown,glad,crazi,dull,oooo,pale,rid,profession,import,expens,crazi,hard,huge,true,scissor,fortun,slight,comfort,provoc,sensit,big,britnei,low,cheaper,previou,posit,hard,murad,young,satisfi,ident,rich,regist,correct,slightest,comfort,tremend,real,retread,liquid,wick,hot,aghast,natur,vegan
,earthi,loos,fantast,upper,fantast,profession,lucki,este,comfort,clarison,dry,major,humid,wooden,impress,brittl,girli,reluct,satisfi,drab,due,blond,natur,blackhead,soft,hard,quick,bare,subtl,measlei,superior,mediocr,fun,full,enjoi,smoother,hard,sinlg,masculin,activ,excel,dove,fun,low,posit,horribl,spici,free,warm,formal,fresh,braid,favorit,rougher,huge,rid,sweet,steep,clean,scissor
,light,defect,fortun,major,awesom,excit,hot,gallet,small,overpr,full,finest,enjoi,past,attract,glossi,wise,touchi,excel,saniti,posit,inflam,pricei,clarison,strong,faboo,clean,activ,real,smelli,local,cheaper,superior,anxiou,tire,initi,major,apar,spici,import,soft,messi,superior,refresh,attract,natur,recommend,spici,fantast,proper,strong,skill,upper,holi,sweet,smelli,orang,flat,big,flyawai
,soft,minim,full,close,smaller,cheapi,britnei,britnei,glad,romant,pricei,narrow,glad,cool,flat,holi,recommend,familiar,attract,static,wet,free,soft,touchi,lush,sore,dark,quick,tire,lacklust,soft,pregnant,floral,mediocr,wors,bright,plastic,coutur,fair,looooov,fun,crazi,fortun,micro,comfort,retread,sensual,skeptic,awesom,ultim,fun,safe,glad,brittl,pricei,awsom,satisfi,herbal,pink,anti
,slight,crazi,low,low,extra,regular,gentl,wick,solid,britnei,lightweight,easiest,hydrat,safe,satisfi,miracul,uniqu,blatant,correct,herbal,comfort,creme,wooden,focus,hibiscu,initi,easier,holi,curiou,micro,cheap,keracar,natur,slick,expens,steep,big,piti,sweet,dare,fabul,salicycl,smooth,mid,correct,low,larg,faint,lemon,nativ,superior,chisel,comfort,dull,expens,sharp,fortun,major,wooden,daniel
,natur,confid,correct,mediocr,cheap,este,clean,honest,thick,refresh,sweet,dire,excel,reccomend,pink,telltal,correct,benzen,sticki,unhappi,full,este,high,real,warm,rosi,cheap,soooooo,expens,awsom,oili,scissor,high,measlei,fantast,typic,excit,major,ceram,creme,huge,thinner,greatest,suitabl,fortun,devoid,awesom,chilli,tropic,similar,clean,hyacinth,small,nasal,natur,micro,superior,flyawai,strong,nettl
,sharp,lower,fun,cute,blond,confess,smaller,greater,fabul,lush,smooth,este,murad,sore,creami,bold,excel,uniqu,awesom,senior,enjoi,due,smooth,rid,dark,wateri,strawberri,mediocr,cool,plain,creami,african,easi,oooo,comfort,looooov,refresh,cheap,clean,biggest,big,gooei,light,wide,fun,initi,huge,romant,glad,tremend,posit,cheaper,recommend,profession,fabul,amairag,subtl,looooov,delic,biggest
,sheer,herbal,real,biggest,harsh,uncomfort,cheap,aw,easi,blue,big,herbal,cliniqu,healthier,superior,aggress,attract,spici,lush,initi,darker,safe,delici,biggest,regular,drab,doubl,barnish,mild,hot,subtl,ordinari,clean,miracul,sheer,visibl,small,melt,crazi,strong,attract,masculin,cheaper,aggriv,beauti,hard,impress,sensual,recommend,herbal,fortun,easiest,uncomfort,suppl,subtl,wateri,earthi,wicci,french,male
,huge,smart,posit,due,glad,manuev,green,reccommend,refresh,bold,cheap,dental,rid,tingli,recommend,aqualumier,love,aggress,wavi,medium,strawberri,discourag,free,trac,flat,slick,subtl,velveti,shini,holi,main,brittl,free,static,love,clarison,light,male,sensit,seduct,comfort,low,lighter,daytim,free,bake,deep,male,cheaper,wateri,big,talc,horribl,free,handi,swamp,deep,bitter,dry,mad
,brown,feather,superior,rid,dull,lucki,refresh,holi,love,modern,special,full,wors,brow,posit,superfici,satisfi,cheap,extra,extra,superior,daytim,long,econom,natur,fals,starter,britnei,extra,lower,cheaper,true,crazi,vast,fortun,excit,horribl,unreli,loos,silli,deep,dread,natur,dread,previou,straigten,everydai,urin,sexi,smoother,heavi,reccommend,healthi,gaug,sexi,static,faint,lush,subtl,plastic
,sticki,timid,thick,looooov,wet,biggest,dry,brilliant,pleasant,weak,fine,coutur,favorit,sensit,love,sore,wide,ol,similar,troublsom,recommend,previou,real,sech,refresh,bake,stronger,ultim,heavi,daytim,pleasant,extend,smooth,micro,awesom,huge,happier,favourit,pleasant,honest,true,yellow,easi,dark,smooth,solid,attract,odd,orang,amazingli,quick,dark,easi,horribl,short,oooo,smooth,blackberri,toxic,astound
,larg,holi,regular,steep,impress,dire,unhappi,essenti,juici,rich,thicker,rejuvinol,essenti,minor,comfort,scissor,comfort,romant,natur,larger,heavi,fresh,huge,fifti,delic,rid,big,rejuvinol,tint,tire,sensit,cheap,heavier,wick,glad,embarrass,readi,mediocr,burberri,hugo,correct,fog,fair,fast,easi,aw,fantast,burnt,chanel,closest,damp,unhappi,intens,crazi,visibl,cheap,bright,favourit,beauti,holi
,facial,nasal,clean,initi,favorit,lifeless,free,unpleas,posit,solid,everydai,soooooo,minor,due,correct,romant,fortun,sneez,comfort,sticki,pricei,anal,sharp,honest,sensit,major,sick,grown,lower,wick,sweet,holi,white,spici,bare,cystic,smaller,slim,close,faint,love,sech,older,mediocr,hard,swamp,short,nativ,heavi,mid,horribl,cheap,enjoi,mediocr,lightweight,romant,perfumei,sexi,silki,nasal
,gentl,effortless,pricei,anxiou,smoother,expens,full,gentl,light,retread,expens,fals,allerg,smoother,fun,offens,fun,solid,subtl,brittl,anal,oilier,big,narrow,high,grown,floral,static,super,grown,high,sore,shini,phenomen,satisfi,horribl,sweet,floweri,soft,weak,superior,sticki,healthi,scarless,low,curli,hot,skill,natur,activ,short,skeptic,similar,sizzl,fine,everydai,blue,vegan,tire,ophthalmolog
,singl,masculin,larg,multipl,facial,manag,major,whai,fun,heavenli,fresh,strai,satisfi,multipl,fortun,black,natur,flexibl,enjoi,wick,short,uplift,quick,looooov,huge,herbal,smooth,wick,manag,mild,crazi,similar,sensual,vegan,excel,dramat,deep,aggress,slight,grown,white,real,subtl,cari,strong,phoni,love,bold,fortun,suitabl,small,exper,posit,judg,real,ident,full,divin,luxuri,aghast
,special,metal,everydai,earli,rough,fals,tini,mari,excel,unremark,softer,overpr,free,brighter,tini,solid,sharp,girli,love,miracul,previou,flaki,cool,inflam,clean,high,wide,weak,rich,real,excit,local,innoc,phoni,superior,dark,dark,brittl,uniqu,overpr,disgust,proper,masculin,princess,frizzi,huge,cute,slight,satisfi,brittl,straight,hairbrush,slight,slight,weird,fiction,stronger,tingli,younger,activ
,larger,squar,similar,profession,ionic,natur,healthi,oooo,expens,fruiti,radiant,curiou,long,anxiou,sore,initi,wet,wet,import,pricei,beauti,delet,hard,public,oili,male,confid,honest,instant,beauti,fair,clarison,small,masculin,radiant,smoki,facial,escad,thin,major,thick,gorgeou,high,cheaper,wavi,crusti,excel,herbal,superior,initi,freder,gucci,milki,uncomfort,daytim,ultrasensit,numer,brittl,sooth,aw
,dark,doubl,short,worthi,recommend,steep,santa,everydai,huge,thierri,minim,precis,fresh,brittl,blond,glisten,stronger,este,larger,solid,thin,favourit,fair,profession,wide,solid,lightweight,fiction,pricei,advert,lush,bright,difficult,easi,impress,fals,subtl,aghast,light,focus,short,hypnot,seper,darker,green,phenomen,glad,reek,wild,realist,high,piti,thin,aghast,fresh,familiar,pink,messi,super,bake
,mild,fiction,smaller,measlei,singl,import,sooth,faint,high,limit,easi,weak,silki,fair,delight,aromat,expens,miracul,fortun,tremend,satisfi,skeptic,heavi,solid,easi,mediocr,expens,oooo,light,fals,bright,intern,happier,dirti,due,aqualumier,easi,wick,real,filmi,easier,barnish,thick,grown,softer,sacrif,pleasant,experinc,sweet,delic,difficult,coutur,local,solid,big,unpleas,fluffi,bore,komenuka,french
,delic,basic,unhappi,reccommend,wide,unhappi,easi,cheap,attract,seduct,extra,rougher,younger,main,white,major,superior,floweri,sexi,cheap,attract,close,full,faboo,relax,timid,short,confid,delici,solid,stronger,caswellmassei,lemon,wors,gentl,cheaper,humid,static,britnei,micro,sharp,sharp,sexi,smelli,high,econom,fortun,dicontinu,fun,rejuvinol,wild,extend,dull,unruli,heavi,male,true,heavenli,expens,minim
,real,uncomfort,instant,sick,attract,slick,dreami,miracul,recommend,uniqu,strong,saniti,extra,dire,darker,blah,real,favourit,superior,aggress,simpl,hard,hot,fals,pricei,effortless,cute,elementari,regular,oooo,big,purg,sandalwood,flyawai,correct,herbal,high,oooo,eleg,public,afford,true,heavi,ts,wild,drippi,big,young,french,white,green,youngest,fun,connect,kei,defect,wide,smelli,micro,lanc
,extra,modern,sexi,grown,lighter,free,allerg,rejuvinol,satisfi,embarrass,huge,wateri,regular,flexibl,heavi,lifeless,everydai,organ,fun,devoid,cleaner,pigment,young,nativ,bright,activ,free,basic,sweet,static,full,hard,similar,aghast,innoc,invis,excess,activ,newest,putrid,raw,prai,sticki,lower,real,minim,comfort,delici,patchouli,zirh,cheap,wari,love,clarison,eleg,masculin,golden,flannel,random,mediocr
,bare,sumptuou,pink,oooo,flat,choosi,heavenli,major,herbal,skeptic,sensit,cheapi,pricei,bacteri,wide,ideal,floweri,slick,cheap,sacrif,concentr,full,dead,fast,thick,senior,slight,horribl,wet,vegan,curiou,satisfactori,earli,strong,cliniqu,pure,due,vegan,big,sweetish,crazi,rotten,soft,heavier,readi,perfumi,posit,ralph,smooth,wari,unruli,univers,easier,flaki,lower,este,healthi,cartman,green,averag
,cliniqu,low,lighter,aggress,gentl,gentl,quick,heavenli,fortun,nicer,finest,static,white,extra,high,older,sensit,delici,posit,weird,thick,stubborn,larg,wooden,numer,beggar,nicer,subject,similar,major,fresh,oooo,fine,free,prone,smart,true,herbal,heavi,male,low,looooov,wide,faint,solid,ceram,hard,major,easi,french,long,grown,satisfi,local,import,handi,cold,drab,healthi,safe
,easi,miracul,sticki,wierd,deep,cheap,clear,flaki,sensit,sophist,unhappi,piti,attract,rejuvinol,similar,darker,overpow,brittl,deep,phytodefris,love,unpleas,solid,regist,perfumei,touchi,easi,aghast,signific,divin,everydai,pinesol,delici,worthi,afford,depress,lower,essenti,excit,aromat,hook,honest,lower,fals,fabul,easi,correct,fanat,due,familiar,stiff,recharg,attract,defect,loos,reccommend,luxuri,skunk,loyal,brittl
,cheap,honest,profession,extens,oili,extra,huge,rip,uniqu,effici,quick,hard,love,cheapi,daytim,flaki,sticki,econom,silki,proper,correct,metal,minti,clearer,smoother,fragrant,pricei,hopeless,gross,multipl,cliniqu,modern,warm,lifeless,attract,mediocr,slim,stylish,hot,empti,strong,largest,hesit,ideal,hook,fine,expens,provoc,hot,minti,thin,slight,correct,thinner,delici,daytim,dull,magic,lightweight,durabl
,similar,rid,subtl,easi,stiff,solid,happier,vegan,free,huge,crazi,aghast,fair,subject,pricei,mid,crazi,horribl,gorgeou,formal,distinct,decor,bare,bacteri,solid,trac,sugari,male,frizzi,nasal,larg,impecc,top,cheapi,posit,basic,bigger,crazi,flat,encas,beauti,multipl,radiant,visibl,dead,anton,natur,curiou,wide,sooth,coars,crazi,regular,fine,sheer,flaki,rough,melti,lush,unpleas
,minti,smooth,easier,solid,enjoi,rid,greater,dim,golden,overwhelm,short,horribl,thin,lifeless,everydai,smart,bright,synthet,manag,compat,true,aggress,dove,cool,neutral,full,modern,vegan,funni,dirti,hard,fast,cheaper,dire,fun,benzoyl,long,stinki,fresh,effortless,sad,curiou,beauti,sore,oili,clarison,fun,mesh,hard,flaki,brown,statici,popular,similar,terrif,weak,strong,slick,cute,wide
,liquid,fake,curiou,allot,cliniqu,phoni,fabul,crazi,correct,curiou,weird,lifeless,light,complex,warm,rollerbal,smooth,everydai,smooth,fine,smooth,worthi,lush,skunk,real,embarrass,floweri,brittl,high,ici,small,herbal,wet,activ,clean,clearer,olai,uninterrupt,huge,wierd,finest,anxiou,similar,uplift,ridicul,hot,satisfi,sharp,green,inflam,silki,messi,dissapoint,rollerbal,hard,special,clean,masculin,burnt,remark
,fine,sticki,earli,wrinkli,real,exorbit,smooth,rougher,white,wick,gentl,grown,main,slow,blush,easi,subtl,modern,crazi,easiest,sweet,anti,deep,holi,small,flaki,lemon,metal,horribl,queasi,flat,nasal,simpl,telltal,dry,ruddi,minor,horribl,odd,clearer,light,bior,ideal,import,expens,sharp,skeptic,unpleas,marin,soooooo,regular,rid,fortun,unpleas,britnei,easi,relax,reccommend,rare,younger
